wv,n,k
1544.596924,1.450933,0
1548.067627,1.4509,0
1551.538818,1.450867,0
1555.010376,1.450833,0
1558.482178,1.4508,0
1561.954346,1.450766,0
1565.427002,1.450733,0
1568.89978,1.450699,0
1572.373047,1.450666,0
1575.846558,1.450632,0
1579.320435,1.450598,0
1582.794556,1.450565,0
1586.269043,1.450531,0
1589.743774,1.450497,0
1593.218872,1.450463,0
1596.694092,1.45043,0
1600.1698,1.450396,0
1603.645752,1.450362,0
1607.121826,1.450328,0
1610.598389,1.450294,0
1614.074951,1.45026,0
1617.552002,1.450226,0
1621.029175,1.450192,0
1624.506592,1.450157,0
1627.984375,1.450123,0
1631.46228,1.450089,0
1634.940552,1.450055,0
1638.418945,1.45002,0
1641.897461,1.449986,0
1645.376343,1.449952,0
1648.855225,1.449917,0
1652.334595,1.449883,0
1655.813843,1.449848,0
1659.293579,1.449813,0
1662.773193,1.449779,0
1666.253296,1.449744,0
1669.733398,1.449709,0
1673.213623,1.449675,0
1676.694092,1.44964,0
1680.174805,1.449605,0
1683.655518,1.44957,0
1687.136353,1.449535,0
