wv,n,k
881.03009,1.755143,0
882.609009,1.755101,0
884.187805,1.75506,0
885.766479,1.755018,0
887.345093,1.754977,0
888.923645,1.754936,0
890.501953,1.754895,0
892.080261,1.754854,0
893.658386,1.754814,0
895.23645,1.754773,0
896.814331,1.754732,0
898.39209,1.754692,0
899.969849,1.754651,0
901.547363,1.754611,0
903.124817,1.754571,0
904.702148,1.754531,0
906.279419,1.754491,0
907.856445,1.754451,0
909.433411,1.754411,0
911.010254,1.754371,0
912.587036,1.754331,0
914.163696,1.754292,0
915.740112,1.754252,0
917.316528,1.754213,0
918.892761,1.754174,0
920.468933,1.754135,0
922.044922,1.754095,0
923.620789,1.754056,0
925.196594,1.754017,0
926.772278,1.753978,0
928.347778,1.75394,0
929.923157,1.753901,0
931.498413,1.753862,0
933.073608,1.753824,0
934.648621,1.753785,0
936.223511,1.753747,0
937.79834,1.753708,0
939.373047,1.75367,0
940.947571,1.753632,0
942.521973,1.753594,0
944.096313,1.753556,0
945.67041,1.753518,0
947.244446,1.75348,0
948.818359,1.753442,0
950.39209,1.753404,0
951.96582,1.753367,0
953.539246,1.753329,0
955.112671,1.753292,0
956.685913,1.753254,0
958.259094,1.753217,0
959.832153,1.753179,0
961.404968,1.753142,0
962.977722,1.753105,0
964.550415,1.753068,0
966.122864,1.753031,0
967.69519,1.752994,0
969.267395,1.752957,0
970.839539,1.75292,0
972.411499,1.752883,0
973.983276,1.752846,0
975.554993,1.75281,0
977.126587,1.752773,0
978.698059,1.752736,0
980.269348,1.7527,0
981.840454,1.752663,0
983.411499,1.752627,0
984.982422,1.752591,0
986.553101,1.752554,0
988.123718,1.752518,0
989.694214,1.752482,0
991.264648,1.752446,0
992.834839,1.75241,0
994.404907,1.752374,0
995.974915,1.752338,0
997.544617,1.752302,0
999.11438,1.752266,0
1013.309937,1.751944,0
1016.72229,1.751867,0
1020.134583,1.75179,0
1023.54718,1.751714,0
1026.959839,1.751638,0
1030.372803,1.751562,0
1033.785767,1.751486,0
1037.198975,1.75141,0
1040.612305,1.751334,0
1044.025757,1.751259,0
1047.439453,1.751184,0
1050.853271,1.751109,0
1054.267212,1.751034,0
1057.681274,1.750959,0
1061.095459,1.750885,0
1064.51001,1.75081,0
1067.924561,1.750736,0
1071.339233,1.750662,0
1074.75415,1.750588,0
1078.169189,1.750514,0
1081.584351,1.75044,0
1084.999756,1.750367,0
1088.415283,1.750293,0
1091.830811,1.75022,0
1095.246582,1.750147,0
1098.662598,1.750074,0
1102.078613,1.750001,0
1105.494873,1.749928,0
1108.911255,1.749855,0
1112.327881,1.749782,0
1115.744385,1.74971,0
1119.161377,1.749637,0
1122.578369,1.749565,0
1125.995361,1.749492,0
1129.41272,1.74942,0
1132.830078,1.749348,0
1136.247681,1.749276,0
1139.665283,1.749204,0
1143.083252,1.749132,0
1146.501221,1.74906,0
1149.919312,1.748988,0
1153.337646,1.748917,0
1156.756104,1.748845,0
1160.174561,1.748773,0
1163.593262,1.748702,0
1167.012085,1.74863,0
1170.431152,1.748559,0
1173.850342,1.748487,0
1177.269531,1.748416,0
1180.688965,1.748345,0
1184.108521,1.748273,0
1187.528198,1.748202,0
1190.947998,1.748131,0
1194.36792,1.74806,0
1197.788086,1.747989,0
1201.208252,1.747918,0
1204.628662,1.747847,0
1208.049194,1.747776,0
1211.469971,1.747705,0
1214.890625,1.747634,0
1218.311646,1.747563,0
1221.732666,1.747492,0
1225.153809,1.747421,0
1228.575195,1.74735,0
1231.996704,1.74728,0
1235.418213,1.747209,0
1238.839966,1.747138,0
1242.261841,1.747067,0
1245.683838,1.746996,0
1249.105957,1.746926,0
1252.528198,1.746855,0
1255.950562,1.746784,0
1259.373169,1.746713,0
1262.795776,1.746643,0
1266.218506,1.746572,0
1269.641479,1.746501,0
1273.064575,1.74643,0
1276.487671,1.74636,0
1279.911011,1.746289,0
1283.334351,1.746218,0
1286.758057,1.746147,0
1290.181641,1.746076,0
1293.605469,1.746006,0
1297.029419,1.745935,0
1300.453369,1.745864,0
1303.877686,1.745793,0
1307.302002,1.745722,0
1310.726318,1.745651,0
1314.151001,1.74558,0
1317.575684,1.745509,0
1321.000488,1.745438,0
1324.425415,1.745367,0
1327.850342,1.745296,0
1331.275635,1.745225,0
1334.700928,1.745154,0
1338.126343,1.745083,0
1341.55188,1.745012,0
1344.977539,1.744941,0
1348.40332,1.744869,0
1351.829224,1.744798,0
1355.255249,1.744727,0
1358.681396,1.744656,0
1362.107666,1.744584,0
1365.533936,1.744513,0
1368.960571,1.744441,0
1372.387085,1.74437,0
1375.813843,1.744298,0
1379.240723,1.744227,0
1382.667725,1.744155,0
1386.094727,1.744084,0
1389.521973,1.744012,0
1392.949219,1.74394,0
1396.376709,1.743868,0
1399.804199,1.743796,0
1403.231812,1.743724,0
1406.659668,1.743652,0
1410.087524,1.74358,0
1413.515503,1.743508,0
1416.943604,1.743436,0
1420.371826,1.743364,0
1423.800171,1.743292,0
1427.228638,1.74322,0
1430.657104,1.743147,0
1434.085815,1.743075,0
1437.514526,1.743002,0
1440.943481,1.74293,0
1444.372437,1.742857,0
1447.801514,1.742785,0
1451.230713,1.742712,0
1454.660034,1.742639,0
1458.089478,1.742566,0
1461.519043,1.742493,0
1464.948608,1.74242,0
1468.378418,1.742347,0
1471.808228,1.742274,0
1475.238159,1.742201,0
1478.668213,1.742128,0
1482.098389,1.742054,0
1485.528564,1.741981,0
1488.958984,1.741907,0
1492.389404,1.741834,0
1495.820068,1.74176,0
1499.250732,1.741687,0
1502.681519,1.741613,0
1506.112427,1.741539,0
1509.543335,1.741465,0
1512.974487,1.741391,0
1516.40564,1.741317,0
1519.836914,1.741243,0
